image_path,label
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3041.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2652.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_745.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2088.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_117.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_839.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1558.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1044.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3397.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2069.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1629.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3740.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2990.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2946.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_527.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3535.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3970.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3041.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1978.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3201.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3994.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1314.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2609.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2334.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3419.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3302.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_590.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_394.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_557.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1895.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3845.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1498.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1017.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_542.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_450.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1002.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3997.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1562.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3622.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1984.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2236.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1198.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2922.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3160.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2950.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3336.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1005.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1507.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1604.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2420.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3511.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1371.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1963.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3138.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_734.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3622.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1732.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_604.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1032.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_764.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3219.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3350.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_490.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1369.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1780.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_599.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2284.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3389.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3732.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2876.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1612.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1191.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3400.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2432.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2399.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_943.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1503.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1159.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2325.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_899.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1089.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2269.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3122.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3148.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1185.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1508.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1245.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2452.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2380.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_940.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3005.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1367.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1600.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2544.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_861.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_123.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2841.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_408.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3800.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3037.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3076.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2730.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_799.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2110.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3187.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_765.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3802.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3821.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3265.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_763.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_614.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3660.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2358.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_780.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3781.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1513.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2976.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_636.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_404.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2754.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2693.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2141.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1541.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2732.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1261.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2466.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2424.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1505.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3748.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_441.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1003.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2496.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_485.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1342.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3821.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2065.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3454.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_300.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3436.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_337.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_896.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3835.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1226.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2321.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_21.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1253.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2263.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3402.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_775.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1464.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_72.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1300.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1777.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2360.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1733.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1119.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_747.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_436.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3233.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3572.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_907.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1561.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_29.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_787.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1486.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1866.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_43.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1094.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_338.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_695.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3874.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_190.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_952.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2560.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2954.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3752.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2753.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_284.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1878.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1887.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3011.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_385.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2114.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3535.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2721.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1267.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_751.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3192.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3965.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_309.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2932.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_253.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2031.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2804.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3027.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3460.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3756.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1814.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_381.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_39.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2676.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1310.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_650.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3038.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_157.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2653.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2528.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3710.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1158.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2505.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1490.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_148.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2863.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3502.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1939.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2683.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1869.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3690.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_772.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3721.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_532.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3608.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3433.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1933.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2971.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1879.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_837.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1662.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_483.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3754.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3641.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1780.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_318.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2688.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2049.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3368.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_873.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_926.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1702.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1868.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1977.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1106.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3713.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2137.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2056.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_155.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3073.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3074.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3978.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_519.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3552.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3341.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3317.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1299.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2517.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1271.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_351.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3582.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3567.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_69.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1485.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_953.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1554.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1400.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2050.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3364.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3501.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2702.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2624.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1578.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_591.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2099.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1898.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2112.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1446.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1815.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1806.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1155.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1937.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3025.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1070.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_505.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_423.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3725.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1505.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1894.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1403.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3903.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_46.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3518.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1448.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_688.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1384.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_949.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1021.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1942.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1456.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2979.jpg,Red sandstone
